Timestamp,Name,Class Section,List one topic of the class that you enjoy,What was the most challenging topic of the class?,"Overall, the learning experience for the class is",(Optional) What do you suggest to improve the class?,cleaned_List one topic of the class that you enjoy,cleaned_What was the most challenging topic of the class?,cleaned_(Optional) What do you suggest to improve the class?
9/30/2019 11:19:47,Student35,G1 (Mon 8:15 - 11:30 SR 3.2),Solution overview model (but existing function with modification and no modification relatively confusing),Application  Model ,3,,solution overview model but exist function with modification and no modification relatively confuse,application model,
9/30/2019 11:20:27,Student30,G1 (Mon 8:15 - 11:30 SR 3.2),Application model,Identifying the mistakes in the diagram,3,,application model,identify the mistake in the diagram,
9/30/2019 11:22:24,Student2,G1 (Mon 8:15 - 11:30 SR 3.2),Doing the Application Model,Application Model,4,Nil,doing the application model,application model,
9/30/2019 11:22:26,Student20,G1 (Mon 8:15 - 11:30 SR 3.2),Precedence of the system functions,Teaching case work,3,"Perhaps, all the related inputs for the teaching case can be made available such as the to-be process diagram within the activity sheet itself because my group spent a lot of time gathering the information and recalling what we did for previous weeks.",precedence of the system function,teach case work,perhaps all the related input for the teaching case can be make available such as the to be process diagram within the activity sheet itself because my group spend lot of time gather the information and recall what we did for previous week
9/30/2019 11:22:28,Student39,G1 (Mon 8:15 - 11:30 SR 3.2),Solution overview model,Teaching case,3, NIL,solution overview model,teach case,
9/30/2019 11:22:29,Student38,G1 (Mon 8:15 - 11:30 SR 3.2),Solution Overview Model,Teaching case part 5 ,2,NIL,solution overview model,teach case part,
9/30/2019 11:27:06,Student33,G1 (Mon 8:15 - 11:30 SR 3.2),Solution blueprint,solution overview model,4,,solution blueprint,solution overview model,
9/30/2019 11:31:00,Student40,G1 (Mon 8:15 - 11:30 SR 3.2),Teaching case activity on solution overview model and application model,"Knowing that in solution overview model, having a new use case amidst existing use cases would mean that the functionality would be an existing functionality + modifications.",3,NIL,teach case activity on solution overview model and application model,know that in solution overview model having new use case amidst exist use case would mean that the functionality would be an exist functionality modification,
9/30/2019 12:03:30,Student32,G1 (Mon 8:15 - 11:30 SR 3.2),Solution blueprint,The teaching case as it involves greater understanding in both solution overview and application model.,3,,solution blueprint,the teach case as it involve great understanding in both solution overview and application model,
9/30/2019 15:37:48,Student18,G1 (Mon 8:15 - 11:30 SR 3.2),Doing the class activity.,Some confusion when applying what we learnt in class into the class activity,3,"I think today's class pace is just nice, an improvement from the past few sessions. ",doing the class activity,some confusion when apply what we learn in class into the class activity,think today class pace is just nice an improvement from the past few session
9/4/2019 13:40,Student260,G5 (Wed 12:00 - 15:15 SR 3.3),Learning about the different types of models and the wide range of business aspects they document.,"Some models seemed to have much overlap, such as the organization model and resource, so in some instances it was hard to decide between either",3,It would be helpful if there was a more elaborated answer to the tricky questions in the Elicitation Questions and if we could go through all the questions since the answers by the class seemed very diverse.,learn about the different type of model and the wide range of business aspect they document,some model seem to have much overlap such as the organization model and resource so in some instance it was hard to decide between either,it would be helpful if there was more elaborated answer to the tricky question in the elicitation question and if we could go through all the question since the answer by the class seem very diverse
9/4/2019 15:09,Student97,G5 (Wed 12:00 - 15:15 SR 3.3),Google form questions on the different business models,Choosing the best and most appropriate business models for different situations,4,,google form question on the different business model,choose the best and most appropriate business model for different situation,
9/4/2019 15:13,Student111,G5 (Wed 12:00 - 15:15 SR 3.3),Difference between collabration model and work flow model,drawing a work flow well withou any missing parts,4,,difference between collabration model and work flow model,draw work flow well withou any missing part,
9/4/2019 15:13,Student90,G5 (Wed 12:00 - 15:15 SR 3.3),Swim lane,Business Model Package flow ,3,,swim lane,business model package flow,
9/4/2019 15:13,Student94,G5 (Wed 12:00 - 15:15 SR 3.3),Review at start of lesson,Collaboration Model,4,,review at start of lesson,collaboration model,
9/4/2019 15:13,Student95,G5 (Wed 12:00 - 15:15 SR 3.3),Work flow model,Work flow model,3,,work flow model,work flow model,
9/4/2019 15:13,Student85,G5 (Wed 12:00 - 15:15 SR 3.3),quick model usage,draw workflow ,4,,quick model usage,draw workflow,
9/4/2019 15:13,Student93,G5 (Wed 12:00 - 15:15 SR 3.3),StarMall,Understanding different traits of different models,4,,starmall,understand different trait of different model,
9/4/2019 15:13,Student99,G5 (Wed 12:00 - 15:15 SR 3.3),Recap of the models,Creation of the process workflow model,4,"NIL, today very very good",recap of the model,creation of the process workflow model,today very good
9/4/2019 15:13,Student91,G5 (Wed 12:00 - 15:15 SR 3.3),Workflow Model,Workflow Model,4,,workflow model,workflow model,
9/4/2019 15:13,Student104,G5 (Wed 12:00 - 15:15 SR 3.3),Lab 3 ,Business rule model,4,,lab,business rule model,
9/4/2019 15:13,Student86,G5 (Wed 12:00 - 15:15 SR 3.3),The class activity ,Process workflow model,3,Pace is abit too fast ,the class activity,process workflow model,pace is bit too fast
9/4/2019 15:13,Student89,G5 (Wed 12:00 - 15:15 SR 3.3),Signavio software teaching,Coming up with the process workflow for starmall,3,,signavio software teach,come up with the process workflow for starmall,
9/4/2019 15:13,Student122,G5 (Wed 12:00 - 15:15 SR 3.3),Using Signavio to draw,differentiating which model to use for which scenario,4,,use signavio to draw,differentiate which model to use for which scenario,
9/4/2019 15:13,Student87,G5 (Wed 12:00 - 15:15 SR 3.3),Process Workflow Model,Process Workflow Model,4,NIL,process workflow model,process workflow model,
9/4/2019 15:13,Student121,G5 (Wed 12:00 - 15:15 SR 3.3),process workflow ,process workflow,4,,process workflow,process workflow,
9/4/2019 15:13,Student84,G5 (Wed 12:00 - 15:15 SR 3.3),process workflow,process package ,2,pace is a little slow,process workflow,process package,pace is little slow
9/4/2019 15:13,Student88,G5 (Wed 12:00 - 15:15 SR 3.3),Business Process Modelling,Differentiating between the models,3,,business process modelling,differentiate between the model,
9/4/2019 15:13,Student102,G5 (Wed 12:00 - 15:15 SR 3.3),Signavio demo,Drawing the process workflow model,4,,signavio demo,draw the process workflow model,
9/4/2019 15:13,Student117,G5 (Wed 12:00 - 15:15 SR 3.3),Signavio Demo ,to draw the workflow for starmall (not sure whether to add in the lm and customer),3,,signavio demo,to draw the workflow for starmall not sure whether to add in the lm and customer,
9/4/2019 15:13,Student100,G5 (Wed 12:00 - 15:15 SR 3.3),Process workflow model,Lab3,3,,process workflow model,lab,
9/4/2019 15:13,Student92,G5 (Wed 12:00 - 15:15 SR 3.3),swimlane,identifying the work product in the process,3,nil,swimlane,identify the work product in the process,
9/4/2019 15:13,Student110,G5 (Wed 12:00 - 15:15 SR 3.3),Signavio,Process workflow,3,,signavio,process workflow,
9/4/2019 15:13,Student120,G5 (Wed 12:00 - 15:15 SR 3.3),collaboration model recap,swim lane for automated activities. but got it!,4,-,collaboration model recap,swim lane for automated activity but get it,
9/4/2019 15:14,Student105,G5 (Wed 12:00 - 15:15 SR 3.3),Signavio Application,Drawing the process flow diagram for Lab 2,4,,signavio application,draw the process flow diagram for lab,
9/4/2019 15:14,Student103,G5 (Wed 12:00 - 15:15 SR 3.3),Workflow model,Workflow model,4,More exercises for us to try,workflow model,workflow model,more exercise for us to try
9/4/2019 15:14,Student114,G5 (Wed 12:00 - 15:15 SR 3.3),drawing the different models,Finding out the exact elements to put into the workflow model,3,,draw the different model,find out the exact element to put into the workflow model,
9/4/2019 15:14,Student107,G5 (Wed 12:00 - 15:15 SR 3.3),As-Is Workflow Modelling,As-Is Workflow Modelling,3,Can explain the swimlane activity part more indepth,as is workflow model,as is workflow model,can explain the swimlane activity part more indepth
9/4/2019 15:14,Student98,G5 (Wed 12:00 - 15:15 SR 3.3),Signavio!,Workflow modelling,3,,signavio,workflow model,
9/4/2019 15:14,Student96,G5 (Wed 12:00 - 15:15 SR 3.3),Process workflow model,Elicitation Questions,4,nil,process workflow model,elicitation question,
9/4/2019 15:14,Student115,G5 (Wed 12:00 - 15:15 SR 3.3),The lab. Hands-on is always fun.,Process Workflow modelling. Still a bit confusing.,4,,the lab hand on is always fun,process workflow model still bit confusing,
9/4/2019 15:14,Student112,G5 (Wed 12:00 - 15:15 SR 3.3),Drawing the workflow model,Figuring out what to include and exclude from the workflow model,3,Kahoot Quizzes to test our understanding in a fun and interactive manner,draw the workflow model,figure out what to include and exclude from the workflow model,kahoot quiz to test our understanding in fun and interactive manner
9/4/2019 15:15,Student124,G5 (Wed 12:00 - 15:15 SR 3.3),How to draw a Business Process Workflow Model,Remembering to include all the necessary aspects of the workflow model.,3,,how to draw business process workflow model,remember to include all the necessary aspect of the workflow model,
9/4/2019 15:15,Student116,G5 (Wed 12:00 - 15:15 SR 3.3),The review and practice of all the models learnt in the past 2 weeks in today's class improved my confidence in the understanding of the topics learnt,No challenges faced today,4,NIL,the review and practice of all the model learn in the past week in today class improve my confidence in the understanding of the topic learn,no challenge face today,
9/4/2019 15:15,Student123,G5 (Wed 12:00 - 15:15 SR 3.3),The usage of signavio and how we can work on it (lab),Differentiating how and when different models are used. They are confusing at times ,4,More signavio usage,the usage of signavio and how we can work on it lab,differentiate how and when different model are use they are confuse at time,more signavio usage
9/4/2019 15:15,Student119,G5 (Wed 12:00 - 15:15 SR 3.3),Signavio Application ,Recalling the different models. Putting the different roles into the ,3,,signavio application,recall the different model put the different role into the,
9/4/2019 15:16,Student113,G5 (Wed 12:00 - 15:15 SR 3.3),process workflow model,The survey ask about the difference between every model,4,Can give us the answer for the individual survey?,process workflow model,the survey ask about the difference between every model,can give us the answer for the individual survey
9/4/2019 15:16,Student101,G5 (Wed 12:00 - 15:15 SR 3.3),Hands on activity for process workflow,Drawing the workflow model (challenging but fun),4,,hand on activity for process workflow,draw the workflow model challenge but fun,
9/4/2019 15:16,Student369,G5 (Wed 12:00 - 15:15 SR 3.3),Using Signavio to draw the Process Workflow,Differentiating the different business process model ,3,,use signavio to draw the process workflow,differentiate the different business process model,
9/4/2019 18:31,Student63,G4 (Tue 8:15 - 11:30 SR 3.4),Business rules model,Collaborative model,4,,business rule model,collaborative model,
9/4/2019 18:45,Student106,G5 (Wed 12:00 - 15:15 SR 3.3),connection between different types of activities and swim lanes. case study about telegram helps me to get a clearer idea about the connection between different models.,differentiating which model is the best to use in different situations,4,"More in class activities and more discussion, hope to have more case studies as well",connection between different type of activity and swim lane case study about telegram help me to get clearer idea about the connection between different model,differentiate which model is the best to use in different situation,more in class activity and more discussion hope to have more case study as well
